trip_id,stop_id,stop_sequence,shape_dist_traveled,arrival_time,departure_time
TR_47141,HTCY,4,8,17:30:00,17:31:00
TR_47141,BRBD,5,11,17:32:00,17:33:00
TR_47141,BTNR,6,13,17:34:00,17:35:00
TR_47141,FNB,7,16,17:37:00,17:38:00
TR_47141,NCHS,8,17,17:39:00,17:40:00
TR_47141,BMT,9,18,17:41:00,17:42:00
TR_47141,NLRD,10,20,17:45:00,17:46:00
TR_47141,KQD,11,21,17:47:00,17:48:00
TR_47141,LKPL,12,22,17:50:00,17:51:00
TR_47141,HYB,13,24,18:05:00,18:05:00
TR_47142,LPI,1,1,18:00:00,18:00:00
TR_47142,CDNR,2,2,18:03:00,18:04:00
TR_47142,HFZ,3,5,18:06:00,18:07:00
TR_47142,HTCY,4,8,18:12:00,18:13:00
TR_47142,BRBD,5,11,18:14:00,18:15:00
TR_47142,BTNR,6,13,18:16:00,18:17:00
TR_47142,FNB,7,16,18:19:00,18:20:00
TR_47142,NCHS,8,17,18:21:00,18:22:00
TR_47142,BMT,9,18,18:23:00,18:24:00
TR_47142,NLRD,10,20,18:26:00,18:27:00
TR_47142,KQD,11,22,18:28:00,18:29:00
TR_47142,LKPL,12,23,18:32:00,18:33:00
TR_47142,HYB,13,24,18:50:00,18:50:00
TR_47143,LPI,1,1,18:50:00,18:50:00
TR_47143,CDNR,2,2,18:53:00,18:54:00
TR_47143,HFZ,3,5,18:59:00,19:00:00
TR_47143,HTCY,4,8,19:04:00,19:05:00
TR_47143,BRBD,5,11,19:08:00,19:09:00
TR_47143,BTNR,6,13,19:11:00,19:12:00
TR_47143,FNB,7,16,19:16:00,19:17:00
TR_47143,NCHS,8,17,19:18:00,19:19:00
TR_47143,BMT,9,18,19:20:00,19:21:00
TR_47143,NLRD,10,20,19:25:00,19:26:00
TR_47143,KQD,11,21,19:27:00,19:28:00
TR_47143,LKPL,12,22,19:30:00,19:31:00
TR_47143,HYB,13,24,19:35:00,19:35:00
TR_47144,LPI,1,1,19:20:00,19:20:00
TR_47144,CDNR,2,2,19:24:00,19:25:00
TR_47144,HFZ,3,5,19:29:00,19:30:00
TR_47144,HTCY,4,8,19:33:00,19:34:00
TR_47144,BRBD,5,11,19:35:00,19:36:00
TR_47144,BTNR,6,13,19:37:00,19:38:00
TR_47144,FNB,7,16,19:40:00,19:41:00
TR_47144,NCHS,8,17,19:42:00,19:43:00
TR_47144,BMT,9,18,19:44:00,19:45:00
TR_47144,NLRD,10,20,19:48:00,19:49:00
TR_47144,KQD,11,21,19:52:00,19:53:00
TR_47144,LKPL,12,22,19:54:00,19:55:00
TR_47144,HYB,13,24,20:05:00,20:05:00
TR_47145,LPI,1,1,19:55:00,19:55:00
TR_47145,CDNR,2,2,19:58:00,19:59:00
TR_47145,HFZ,3,5,20:03:00,20:04:00
TR_47145,HTCY,4,8,20:07:00,20:08:00
TR_47145,BRBD,5,11,20:09:00,20:10:00
TR_47145,BTNR,6,13,20:11:00,20:12:00
TR_47145,FNB,7,16,20:14:00,20:15:00
TR_47145,NCHS,8,17,20:16:00,20:17:00
TR_47145,BMT,9,18,20:18:00,20:19:00
TR_47145,NLRD,10,20,20:22:00,20:23:00
TR_47145,KQD,11,22,20:25:00,20:26:00
TR_47145,LKPL,12,23,20:29:00,20:30:00
TR_47145,HYB,13,24,20:45:00,20:45:00
TR_47146,LPI,1,1,21:15:00,21:15:00
TR_47146,CDNR,2,2,21:18:00,21:19:00
TR_47146,HFZ,3,5,21:24:00,21:25:00
TR_47146,HTCY,4,8,21:28:00,21:29:00
TR_47146,BRBD,5,11,21:32:00,21:33:00
TR_47146,BTNR,6,13,21:35:00,21:36:00
TR_47146,FNB,7,16,21:40:00,21:41:00
TR_47146,NCHS,8,17,21:42:00,21:43:00
TR_47146,BMT,9,18,21:44:00,21:45:00
TR_47146,NLRD,10,20,21:50:00,21:51:00
TR_47146,KQD,11,21,21:53:00,21:54:00
TR_47146,LKPL,12,22,21:55:00,21:56:00
TR_47146,HYB,13,24,22:00:00,22:00:00
TR_47147,LPI,1,1,21:55:00,21:55:00
TR_47147,CDNR,2,2,21:58:00,21:59:00
TR_47147,HFZ,3,5,22:03:00,22:04:00
TR_47147,HTCY,4,8,22:07:00,22:08:00
TR_47147,BRBD,5,11,22:09:00,22:10:00
TR_47147,BTNR,6,13,22:11:00,22:12:00
TR_47147,FNB,7,16,22:14:00,22:15:00
TR_47147,NCHS,8,17,22:16:00,22:17:00
TR_47147,BMT,9,18,22:18:00,22:19:00
TR_47147,NLRD,10,20,22:22:00,22:23:00
TR_47147,KQD,11,22,22:25:00,22:26:00
TR_47147,LKPL,12,23,22:29:00,22:30:00
TR_47147,HYB,13,24,22:40:00,22:40:00
TR_47148,LPI,1,1,22:20:00,22:20:00
TR_47148,CDNR,2,2,22:23:00,22:24:00
TR_47148,HFZ,3,5,22:29:00,22:30:00
TR_47148,HTCY,4,8,22:33:00,22:34:00
TR_47148,BRBD,5,11,22:37:00,22:38:00
TR_47148,BTNR,6,13,22:39:00,22:40:00
TR_47148,FNB,7,16,22:43:00,22:44:00
TR_47148,NCHS,8,17,22:45:00,22:46:00
TR_47148,BMT,9,18,22:47:00,22:48:00
TR_47148,NLRD,10,20,22:53:00,22:54:00
TR_47148,KQD,11,21,22:56:00,22:57:00
TR_47148,LKPL,12,22,22:59:00,23:00:00
TR_47148,HYB,13,24,23:10:00,23:10:00
TR_47149,FM,1,1,04:25:00,04:25:00
TR_47149,HPG,2,2,04:27:00,04:28:00
TR_47149,YKA,3,4,04:31:00,04:32:00
TR_47149,DQR,4,5,04:33:00,04:34:00
TR_47149,MXT,5,6,04:35:00,04:36:00
TR_47149,KCG,6,7,04:39:00,04:40:00
TR_47149,VAR,7,9,04:43:00,04:44:00
TR_47149,JOO,8,10,04:45:00,04:46:00
TR_47149,ATC,9,11,04:47:00,04:48:00
TR_47149,STPD,10,12,04:49:00,04:50:00
TR_47149,SC,11,15,04:55:00,04:57:00
TR_47149,JET,12,16,05:00:00,05:01:00
TR_47149,SJVP,13,17,05:02:00,05:03:00
TR_47149,BMT,14,19,05:05:00,05:06:00
TR_47149,NCHS,15,20,05:07:00,05:08:00
TR_47149,FNB,16,22,05:09:00,05:10:00
TR_47149,BTNR,17,24,05:12:00,05:13:00
TR_47149,BRBD,18,26,05:14:00,05:15:00
TR_47149,HTCY,19,29,05:18:00,05:19:00
TR_47149,HFZ,20,32,05:22:00,05:23:00
TR_47149,CDNR,21,36,05:26:00,05:27:00
TR_47149,LPI,22,37,05:47:00,05:47:00
TR_47151,FM,1,1,05:50:00,05:50:00
TR_47151,HPG,2,2,05:52:00,05:53:00
TR_47151,YKA,3,4,05:56:00,05:57:00
TR_47151,DQR,4,5,05:58:00,05:59:00
TR_47151,MXT,5,6,06:00:00,06:01:00
TR_47151,KCG,6,7,06:04:00,06:05:00
TR_47151,VAR,7,9,06:08:00,06:09:00
TR_47151,JOO,8,10,06:10:00,06:11:00
TR_47151,ATC,9,11,06:12:00,06:13:00
TR_47151,STPD,10,12,06:14:00,06:15:00
TR_47151,SC,11,15,06:25:00,06:27:00
TR_47151,JET,12,16,06:30:00,06:31:00
TR_47151,SJVP,13,17,06:34:00,06:35:00
TR_47151,BMT,14,19,06:39:00,06:40:00
TR_47151,NCHS,15,20,06:41:00,06:42:00
TR_47151,FNB,16,22,06:43:00,06:44:00
TR_47151,BTNR,17,24,06:46:00,06:47:00
TR_47151,BRBD,18,26,06:48:00,06:49:00
TR_47151,HTCY,19,29,06:52:00,06:53:00
TR_47151,HFZ,20,32,06:56:00,06:57:00
TR_47151,CDNR,21,36,07:00:00,07:01:00
TR_47151,LPI,22,37,07:12:00,07:12:00
TR_47152,FM,1,1,07:30:00,07:30:00
TR_47152,HPG,2,2,07:32:00,07:33:00
TR_47152,YKA,3,4,07:36:00,07:37:00
TR_47152,DQR,4,5,07:38:00,07:39:00
TR_47152,MXT,5,6,07:40:00,07:41:00
TR_47152,KCG,6,7,07:44:00,07:45:00
TR_47152,VAR,7,9,07:48:00,07:49:00
TR_47152,JOO,8,10,07:50:00,07:51:00
TR_47152,ATC,9,11,07:52:00,07:53:00
TR_47152,STPD,10,12,07:54:00,07:55:00
TR_47152,SC,11,15,08:05:00,08:07:00
TR_47152,JET,12,16,08:10:00,08:11:00
TR_47152,SJVP,13,17,08:12:00,08:13:00
TR_47152,BMT,14,19,08:14:00,08:15:00
TR_47152,NCHS,15,20,08:19:00,08:20:00
TR_47152,FNB,16,22,08:21:00,08:22:00
TR_47152,BTNR,17,24,08:24:00,08:25:00
TR_47152,BRBD,18,26,08:26:00,08:27:00
TR_47152,HTCY,19,29,08:30:00,08:31:00
TR_47152,HFZ,20,32,08:34:00,08:35:00
TR_47152,CDNR,21,36,08:38:00,08:39:00
TR_47152,LPI,22,37,08:52:00,08:52:00
TR_47153,FM,1,1,06:45:00,06:45:00
TR_47153,HPG,2,2,06:47:00,06:48:00
TR_47153,YKA,3,4,06:51:00,06:52:00
TR_47153,DQR,4,5,06:53:00,06:54:00
TR_47153,MXT,5,6,06:55:00,06:56:00
TR_47153,KCG,6,7,06:59:00,07:00:00
TR_47153,VAR,7,9,07:03:00,07:04:00
TR_47153,JOO,8,10,07:05:00,07:06:00
TR_47153,ATC,9,11,07:07:00,07:08:00
TR_47153,STPD,10,12,07:09:00,07:10:00
TR_47153,SC,11,15,07:20:00,07:22:00
TR_47153,JET,12,16,07:25:00,07:26:00
TR_47153,SJVP,13,17,07:27:00,07:28:00
TR_47153,BMT,14,19,07:32:00,07:33:00
TR_47153,NCHS,15,20,07:34:00,07:35:00
TR_47153,FNB,16,22,07:37:00,07:38:00
TR_47153,BTNR,17,24,07:41:00,07:42:00
TR_47153,BRBD,18,26,07:43:00,07:44:00
TR_47153,HTCY,19,29,07:47:00,07:48:00
TR_47153,HFZ,20,32,07:51:00,07:52:00
TR_47153,CDNR,21,36,07:55:00,07:56:00
TR_47153,LPI,22,37,08:15:00,08:15:00
TR_47154,FM,1,1,07:50:00,07:50:00
TR_47154,HPG,2,2,07:52:00,07:53:00
TR_47154,YKA,3,4,07:56:00,07:57:00
TR_47154,DQR,4,5,07:58:00,07:59:00
TR_47154,MXT,5,6,08:00:00,08:01:00
TR_47154,KCG,6,7,08:04:00,08:05:00
TR_47154,VAR,7,9,08:08:00,08:09:00
TR_47154,JOO,8,10,08:10:00,08:11:00
TR_47154,ATC,9,11,08:12:00,08:13:00
TR_47154,STPD,10,12,08:14:00,08:15:00
TR_47154,SC,11,15,08:20:00,08:22:00
TR_47154,JET,12,16,08:25:00,08:26:00
TR_47154,SJVP,13,17,08:27:00,08:28:00
TR_47154,BMT,14,19,08:30:00,08:31:00
TR_47154,NCHS,15,20,08:32:00,08:33:00
TR_47154,FNB,16,22,08:34:00,08:35:00
TR_47154,BTNR,17,24,08:37:00,08:38:00
TR_47154,BRBD,18,26,08:39:00,08:40:00
TR_47154,HTCY,19,29,08:43:00,08:44:00
TR_47154,HFZ,20,32,08:47:00,08:48:00
TR_47154,CDNR,21,36,08:51:00,08:52:00
TR_47154,LPI,22,37,09:07:00,09:07:00
TR_47156,FM,1,1,10:35:00,10:35:00
TR_47156,HPG,2,2,10:37:00,10:38:00
TR_47156,YKA,3,4,10:41:00,10:42:00
TR_47156,DQR,4,5,10:43:00,10:44:00
TR_47156,MXT,5,6,10:45:00,10:46:00
TR_47156,KCG,6,7,10:52:00,10:53:00
TR_47156,VAR,7,9,10:54:00,10:55:00
TR_47156,JOO,8,10,10:56:00,10:57:00
TR_47156,ATC,9,11,10:58:00,10:59:00
TR_47156,STPD,10,12,11:00:00,11:01:00
TR_47156,SC,11,15,11:10:00,11:12:00
TR_47156,JET,12,16,11:16:00,11:17:00
TR_47156,SJVP,13,17,11:19:00,11:20:00
TR_47156,BMT,14,19,11:26:00,11:27:00
TR_47156,NCHS,15,20,11:28:00,11:29:00
TR_47156,FNB,16,22,11:30:00,11:31:00
TR_47156,BTNR,17,24,11:33:00,11:34:00
TR_47156,BRBD,18,26,11:37:00,11:38:00
TR_47156,HTCY,19,29,11:41:00,11:42:00
TR_47156,HFZ,20,32,11:46:00,11:47:00
TR_47156,CDNR,21,36,11:51:00,11:52:00
TR_47156,LPI,22,37,12:00:00,12:00:00
TR_47157,FM,1,1,10:55:00,10:55:00
TR_47157,HPG,2,2,10:57:00,10:58:00
TR_47157,YKA,3,4,11:01:00,11:02:00
TR_47157,DQR,4,5,11:03:00,11:04:00
TR_47157,MXT,5,6,11:05:00,11:06:00
TR_47157,KCG,6,7,11:09:00,11:10:00
TR_47157,VAR,7,9,11:13:00,11:14:00
TR_47157,JOO,8,10,11:15:00,11:16:00
TR_47157,ATC,9,11,11:17:00,11:18:00
TR_47157,STPD,10,12,11:19:00,11:20:00
TR_47157,SC,11,15,11:30:00,11:32:00
TR_47157,JET,12,16,11:35:00,11:36:00
TR_47157,SJVP,13,17,11:37:00,11:38:00
TR_47157,BMT,14,19,11:43:00,11:44:00
TR_47157,NCHS,15,20,11:45:00,11:46:00
TR_47157,FNB,16,22,11:47:00,11:48:00
TR_47157,BTNR,17,24,11:50:00,11:51:00
TR_47157,BRBD,18,26,11:52:00,11:53:00
TR_47157,HTCY,19,29,11:56:00,11:57:00
TR_47157,HFZ,20,32,12:00:00,12:01:00
TR_47157,CDNR,21,36,12:05:00,12:06:00
TR_47157,LPI,22,37,12:20:00,12:20:00
TR_47158,FM,1,1,12:10:00,12:10:00
TR_47158,HPG,2,2,12:12:00,12:13:00
TR_47158,YKA,3,4,12:16:00,12:17:00
TR_47158,DQR,4,5,12:18:00,12:19:00
TR_47158,MXT,5,6,12:20:00,12:21:00
TR_47158,KCG,6,7,12:24:00,12:25:00
TR_47158,VAR,7,9,12:28:00,12:29:00
TR_47158,JOO,8,10,12:30:00,12:31:00
TR_47158,ATC,9,11,12:32:00,12:33:00
TR_47158,STPD,10,12,12:34:00,12:35:00
TR_47158,SC,11,15,12:40:00,12:42:00
TR_47158,JET,12,16,12:45:00,12:46:00
TR_47158,SJVP,13,17,12:47:00,12:48:00
TR_47158,BMT,14,19,12:50:00,12:51:00
TR_47158,NCHS,15,20,12:52:00,12:53:00
TR_47158,FNB,16,22,12:54:00,12:55:00
TR_47158,BTNR,17,24,12:57:00,12:58:00
TR_47158,BRBD,18,26,12:59:00,13:00:00
TR_47158,HTCY,19,29,13:03:00,13:04:00
TR_47158,HFZ,20,32,13:07:00,13:08:00
TR_47158,CDNR,21,36,13:11:00,13:12:00
TR_47158,LPI,22,37,13:30:00,13:30:00
TR_47160,FM,1,1,13:35:00,13:35:00
TR_47160,HPG,2,2,13:37:00,13:38:00
TR_47160,YKA,3,4,13:41:00,13:42:00
TR_47160,DQR,4,5,13:43:00,13:44:00
TR_47160,MXT,5,6,13:45:00,13:46:00
TR_47160,KCG,6,7,13:49:00,13:50:00
TR_47160,VAR,7,9,13:53:00,13:54:00
TR_47160,JOO,8,10,13:55:00,13:56:00
TR_47160,ATC,9,11,13:57:00,13:58:00
TR_47160,STPD,10,12,13:59:00,14:00:00
TR_47160,SC,11,15,14:10:00,14:12:00
TR_47160,JET,12,16,14:16:00,14:17:00
TR_47160,SJVP,13,17,14:19:00,14:20:00
TR_47160,BMT,14,19,14:26:00,14:27:00
TR_47160,NCHS,15,20,14:28:00,14:29:00
TR_47160,FNB,16,22,14:30:00,14:31:00
TR_47160,BTNR,17,24,14:34:00,14:35:00
TR_47160,BRBD,18,26,14:37:00,14:38:00
TR_47160,HTCY,19,29,14:41:00,14:42:00
TR_47160,HFZ,20,32,14:46:00,14:47:00
TR_47160,CDNR,21,36,14:51:00,14:52:00
TR_47160,LPI,22,37,15:00:00,15:00:00
TR_47161,FM,1,1,15:15:00,15:15:00
TR_47161,HPG,2,2,15:17:00,15:18:00
TR_47161,YKA,3,4,15:21:00,15:22:00
TR_47161,DQR,4,5,15:23:00,15:24:00
TR_47161,MXT,5,6,15:25:00,15:26:00
TR_47161,KCG,6,7,15:29:00,15:30:00
TR_47161,VAR,7,9,15:33:00,15:34:00
TR_47161,JOO,8,10,15:35:00,15:36:00
TR_47161,ATC,9,11,15:37:00,15:38:00
TR_47161,STPD,10,12,15:39:00,15:40:00
TR_47161,SC,11,15,15:45:00,15:47:00
TR_47161,JET,12,16,15:50:00,15:51:00
TR_47161,SJVP,13,17,15:52:00,15:53:00
TR_47161,BMT,14,19,15:57:00,15:58:00
TR_47161,NCHS,15,20,16:00:00,16:01:00
TR_47161,FNB,16,22,16:02:00,16:03:00
TR_47161,BTNR,17,24,16:06:00,16:07:00
TR_47161,BRBD,18,26,16:08:00,16:09:00
TR_47161,HTCY,19,29,16:12:00,16:13:00
TR_47161,HFZ,20,32,16:16:00,16:17:00
TR_47161,CDNR,21,36,16:20:00,16:21:00
TR_47161,LPI,22,37,16:35:00,16:35:00
TR_47165,FM,1,1,09:55:00,09:55:00
TR_47165,HPG,2,2,09:57:00,09:58:00
TR_47165,YKA,3,4,10:01:00,10:02:00
TR_47165,DQR,4,5,10:03:00,10:04:00
TR_47165,MXT,5,6,10:05:00,10:06:00
TR_47165,KCG,6,7,10:09:00,10:10:00
TR_47165,VAR,7,9,10:13:00,10:14:00
TR_47165,JOO,8,10,10:15:00,10:16:00
TR_47165,ATC,9,11,10:17:00,10:18:00
TR_47165,STPD,10,12,10:19:00,10:20:00
TR_47165,SC,11,15,10:30:00,10:33:00
TR_47165,JET,12,16,10:36:00,10:37:00
TR_47165,SJVP,13,17,10:38:00,10:39:00
TR_47165,BMT,14,19,10:42:00,10:43:00
TR_47165,NCHS,15,20,10:44:00,10:45:00
TR_47165,FNB,16,22,10:47:00,10:48:00
TR_47165,BTNR,17,24,10:51:00,10:52:00
TR_47165,BRBD,18,26,10:55:00,10:56:00
TR_47165,HTCY,19,29,11:00:00,11:01:00
TR_47165,HFZ,20,32,11:04:00,11:05:00
TR_47165,CDNR,21,36,11:08:00,11:09:00
TR_47165,LPI,22,37,11:22:00,11:22:00
TR_47167,FM,1,1,19:45:00,19:45:00
TR_47167,HPG,2,2,19:47:00,19:48:00
TR_47167,YKA,3,4,19:51:00,19:52:00
TR_47167,DQR,4,5,19:53:00,19:54:00
TR_47167,MXT,5,6,19:56:00,19:57:00
TR_47167,KCG,6,7,19:59:00,20:00:00
TR_47167,VAR,7,9,20:03:00,20:04:00
TR_47167,JOO,8,10,20:05:00,20:06:00
TR_47167,ATC,9,11,20:07:00,20:08:00
TR_47167,STPD,10,12,20:09:00,20:10:00
TR_47167,SC,11,15,20:15:00,20:17:00
TR_47167,JET,12,16,20:19:00,20:20:00
TR_47167,SJVP,13,17,20:21:00,20:22:00
TR_47167,BMT,14,19,20:25:00,20:26:00
TR_47167,NCHS,15,20,20:27:00,20:28:00
TR_47167,FNB,16,22,20:29:00,20:30:00
TR_47167,BTNR,17,24,20:32:00,20:33:00
TR_47167,BRBD,18,26,20:34:00,20:35:00
TR_47167,HTCY,19,29,20:37:00,20:38:00
TR_47167,HFZ,20,32,20:41:00,20:42:00
TR_47167,CDNR,21,36,20:47:00,20:48:00
TR_47167,LPI,22,37,21:05:00,21:05:00
TR_47168,FM,1,1,22:50:00,22:50:00
TR_47168,HPG,2,2,22:52:00,22:53:00
TR_47168,YKA,3,4,22:54:00,22:55:00
TR_47168,DQR,4,5,22:56:00,22:57:00
TR_47168,MXT,5,6,23:00:00,23:01:00
TR_47168,KCG,6,7,23:04:00,23:05:00
TR_47168,VAR,7,9,23:07:00,23:08:00
TR_47168,JOO,8,10,23:09:00,23:10:00
TR_47168,ATC,9,11,23:11:00,23:12:00
TR_47168,STPD,10,12,23:19:00,23:20:00
TR_47168,SC,11,15,23:35:00,23:35:00
TR_47169,FM,1,1,13:02:00,13:02:00
TR_47169,HPG,2,2,13:04:00,13:05:00
TR_47169,YKA,3,4,13:08:00,13:09:00
TR_47169,DQR,4,5,13:10:00,13:11:00
TR_47169,MXT,5,6,13:12:00,13:13:00
TR_47169,KCG,6,7,13:16:00,13:17:00
TR_47169,VAR,7,9,13:20:00,13:21:00
TR_47169,JOO,8,10,13:22:00,13:23:00
TR_47169,ATC,9,11,13:24:00,13:25:00
TR_47169,STPD,10,12,13:26:00,13:27:00
TR_47169,SC,11,15,13:32:00,13:34:00
TR_47169,JET,12,16,13:37:00,13:38:00
TR_47169,SJVP,13,17,13:39:00,13:40:00
TR_47169,BMT,14,19,13:43:00,13:44:00
TR_47169,NCHS,15,20,13:45:00,13:46:00
TR_47169,FNB,16,22,13:47:00,13:48:00
TR_47169,BTNR,17,24,13:51:00,13:52:00
TR_47169,BRBD,18,26,13:54:00,13:55:00
TR_47169,HTCY,19,29,13:58:00,13:59:00
TR_47169,HFZ,20,32,14:03:00,14:04:00
TR_47169,CDNR,21,36,14:07:00,14:08:00
TR_47169,LPI,22,37,14:25:00,14:25:00
TR_47171,LPI,1,1,04:20:00,04:20:00
TR_47171,CDNR,2,2,04:23:00,04:24:00
TR_47171,HFZ,3,5,04:29:00,04:30:00
TR_47171,HTCY,4,8,04:34:00,04:35:00
TR_47171,BRBD,5,11,04:38:00,04:39:00
TR_47171,BTNR,6,13,04:41:00,04:42:00
TR_47171,FNB,7,16,04:45:00,04:46:00
TR_47171,NCHS,8,17,04:47:00,04:48:00
TR_47171,BMT,9,18,04:49:00,04:50:00
TR_47171,SJVP,10,20,04:52:00,04:53:00
TR_47171,JET,11,21,04:54:00,04:55:00
TR_47171,SC,12,23,05:03:00,05:05:00
TR_47171,STPD,13,25,05:11:00,05:12:00
TR_47171,ATC,14,26,05:13:00,05:14:00
TR_47171,JOO,15,27,05:15:00,05:16:00
TR_47171,VAR,16,28,05:17:00,05:18:00
TR_47171,KCG,17,30,05:21:00,05:22:00
TR_47171,MXT,18,32,05:24:00,05:25:00
TR_47171,DQR,19,33,05:26:00,05:27:00
TR_47171,YKA,20,34,05:28:00,05:29:00
TR_47171,HPG,21,36,05:31:00,05:32:00
TR_47171,FM,22,37,05:42:00,05:42:00
TR_47172,SC,1,1,06:00:00,06:00:00
TR_47172,STPD,2,2,06:04:00,06:05:00
TR_47172,ATC,3,3,06:07:00,06:08:00
TR_47172,JOO,4,4,06:09:00,06:10:00
TR_47172,VAR,5,5,06:11:00,06:12:00
TR_47172,KCG,6,7,06:15:00,06:16:00
TR_47172,MXT,7,9,06:18:00,06:19:00
TR_47172,DQR,8,10,06:21:00,06:22:00
TR_47172,YKA,9,11,06:23:00,06:24:00
TR_47172,HPG,10,13,06:25:00,06:26:00
TR_47172,FM,11,15,06:30:00,06:30:00
TR_47174,LPI,1,1,07:05:00,07:05:00
TR_47174,CDNR,2,2,07:08:00,07:09:00
TR_47174,HFZ,3,5,07:13:00,07:14:00
TR_47174,HTCY,4,8,07:17:00,07:18:00
TR_47174,BRBD,5,11,07:19:00,07:20:00
TR_47174,BTNR,6,13,07:21:00,07:22:00
TR_47174,FNB,7,16,07:24:00,07:25:00
TR_47174,NCHS,8,17,07:26:00,07:27:00
TR_47174,BMT,9,18,07:28:00,07:29:00
TR_47174,SJVP,10,20,07:32:00,07:33:00
TR_47174,JET,11,21,07:34:00,07:35:00
TR_47174,SC,12,23,07:55:00,07:57:00
TR_47174,STPD,13,25,08:01:00,08:02:00
TR_47174,ATC,14,26,08:03:00,08:04:00
TR_47174,JOO,15,27,08:05:00,08:06:00
TR_47174,VAR,16,28,08:07:00,08:08:00
TR_47174,KCG,17,30,08:12:00,08:13:00
TR_47174,MXT,18,32,08:15:00,08:16:00
TR_47174,DQR,19,33,08:17:00,08:18:00
TR_47174,YKA,20,34,08:19:00,08:20:00
TR_47174,HPG,21,36,08:23:00,08:24:00
TR_47174,FM,22,37,08:30:00,08:30:00
TR_47176,LPI,1,1,08:23:00,08:23:00
TR_47176,CDNR,2,2,08:26:00,08:27:00
TR_47176,HFZ,3,5,08:31:00,08:32:00
TR_47176,HTCY,4,8,08:35:00,08:36:00
TR_47176,BRBD,5,11,08:37:00,08:38:00
TR_47176,BTNR,6,13,08:39:00,08:40:00
TR_47176,FNB,7,16,08:42:00,08:43:00
TR_47176,NCHS,8,17,08:44:00,08:45:00
TR_47176,BMT,9,18,08:46:00,08:47:00
TR_47176,SJVP,10,20,08:51:00,08:52:00
TR_47176,JET,11,21,08:53:00,08:54:00
TR_47176,SC,12,23,09:13:00,09:15:00
TR_47176,STPD,13,25,09:19:00,09:20:00
TR_47176,ATC,14,26,09:21:00,09:22:00
TR_47176,JOO,15,27,09:23:00,09:24:00
TR_47176,VAR,16,28,09:25:00,09:26:00
TR_47176,KCG,17,30,09:29:00,09:30:00
TR_47176,MXT,18,32,09:32:00,09:33:00
TR_47176,DQR,19,33,09:34:00,09:35:00
TR_47176,YKA,20,34,09:36:00,09:37:00
TR_47176,HPG,21,36,09:39:00,09:40:00
TR_47176,FM,22,37,09:47:00,09:47:00
TR_47177,LPI,1,1,09:00:00,09:00:00
TR_47177,CDNR,2,2,09:03:00,09:04:00
TR_47177,HFZ,3,5,09:08:00,09:09:00
TR_47177,HTCY,4,8,09:12:00,09:13:00
TR_47177,BRBD,5,11,09:14:00,09:15:00
TR_47177,BTNR,6,13,09:16:00,09:17:00
TR_47177,FNB,7,16,09:19:00,09:20:00
TR_47177,NCHS,8,17,09:21:00,09:22:00
TR_47177,BMT,9,18,09:23:00,09:24:00
TR_47177,SJVP,10,20,09:27:00,09:28:00
TR_47177,JET,11,21,09:29:00,09:30:00
TR_47177,SC,12,23,09:48:00,09:50:00
TR_47177,STPD,13,25,09:54:00,09:55:00
TR_47177,ATC,14,26,09:56:00,09:57:00
TR_47177,JOO,15,27,09:58:00,09:59:00
TR_47177,VAR,16,28,10:00:00,10:01:00
TR_47177,KCG,17,30,10:05:00,10:06:00
TR_47177,MXT,18,32,10:08:00,10:09:00
TR_47177,DQR,19,33,10:10:00,10:11:00
TR_47177,YKA,20,34,10:13:00,10:14:00
TR_47177,HPG,21,36,10:18:00,10:19:00
TR_47177,FM,22,37,10:27:00,10:27:00
TR_47178,LPI,1,1,09:20:00,09:20:00
TR_47178,CDNR,2,2,09:23:00,09:24:00
TR_47178,HFZ,3,5,09:29:00,09:30:00
TR_47178,HTCY,4,8,09:33:00,09:34:00
TR_47178,BRBD,5,11,09:35:00,09:36:00
TR_47178,BTNR,6,13,09:37:00,09:38:00
TR_47178,FNB,7,16,09:40:00,09:41:00
TR_47178,NCHS,8,17,09:42:00,09:43:00
TR_47178,BMT,9,18,09:45:00,09:46:00
TR_47178,SJVP,10,20,09:50:00,09:51:00
TR_47178,JET,11,21,09:53:00,09:54:00
TR_47178,SC,12,23,10:10:00,10:12:00
TR_47178,STPD,13,25,10:16:00,10:17:00
TR_47178,ATC,14,26,10:18:00,10:19:00
TR_47178,JOO,15,27,10:20:00,10:21:00
TR_47178,VAR,16,28,10:22:00,10:23:00
TR_47178,KCG,17,30,10:26:00,10:27:00
TR_47178,MXT,18,32,10:29:00,10:30:00
TR_47178,DQR,19,33,10:31:00,10:32:00
TR_47178,YKA,20,34,10:33:00,10:34:00
TR_47178,HPG,21,36,10:36:00,10:37:00
TR_47178,FM,22,37,10:42:00,10:42:00
TR_47179,LPI,1,1,10:45:00,10:45:00
TR_47179,CDNR,2,2,10:48:00,10:49:00
TR_47179,HFZ,3,5,10:52:00,10:53:00
TR_47179,HTCY,4,8,10:56:00,10:57:00
TR_47179,BRBD,5,11,10:58:00,10:59:00
TR_47179,BTNR,6,13,11:00:00,11:01:00
TR_47179,FNB,7,16,11:03:00,11:04:00
TR_47179,NCHS,8,17,11:05:00,11:06:00
TR_47179,BMT,9,18,11:07:00,11:08:00
TR_47179,SJVP,10,20,11:11:00,11:12:00
TR_47179,JET,11,21,11:13:00,11:14:00
TR_47179,SC,12,23,11:30:00,11:32:00
